id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
17208-R,kultura,2023-05-25,202305,['A. J.'],553,0.90613,55,61.0,21830-S,0.559736,69,626.0,21890-S,0.540026,72,4706.0,22244-S
17209-R,kultura,2023-05-25,202305,['A. J.'],623,0.607999,56,230.0,21849-S,0.603169,60,2140.0,22091-S,0.576968,60,4652.0,22246-S
17210-R,kultura,2023-05-25,202305,['A. J.'],162,0.406434,47,4559.0,22247-S,0.357917,44,460.0,21890-S,0.354776,46,464.0,21892-S
17211-R,kultura,2023-05-25,202305,['A. J.'],484,0.427321,82,1988.0,22089-S,0.412405,75,2948.0,22138-S,0.403222,78,2056.0,22104-S
17212-R,kultura,2023-05-25,202305,['A. J.'],251,0.358467,73,1928.0,22089-S,0.353082,64,2888.0,22138-S,0.350073,69,203.0,21873-S
17213-R,kultura,2023-05-25,202305,['STA'],61,0.287714,67,2989.0,22151-S,0.245256,89,4572.0,22259-S,0.230574,36,1772.0,22072-S
17214-R,kultura,2023-05-25,202305,['Katarina Mahnič'],835,0.602699,77,4555.0,22259-S,0.597545,54,5560.0,22315-S,0.572778,40,4086.0,22220-S
17215-R,kultura,2023-05-25,202305,"['Tjaša Krajnc', 'Ars']",651,0.532632,76,1726.0,22089-S,0.510041,75,1.0,21873-S,0.508535,78,4682.0,22292-S
17216-R,kultura,2023-05-25,202305,['N. Š.'],470,0.397083,85,1652.0,22089-S,0.395754,17,4216.0,22251-S,0.381777,41,1522.0,22073-S
17217-R,kultura,2023-05-25,202305,['N. Š.'],501,0.577435,74,4112.0,22244-S,0.558896,77,32.0,21890-S,0.547126,77,4126.0,22246-S
17218-R,kultura,2023-05-25,202305,['N. Š.'],310,0.45161,55,1513.0,22091-S,0.424341,56,4025.0,22246-S,0.421239,48,3007.0,22198-S
17219-R,kultura,2023-05-25,202305,['N. Š.'],360,0.520834,56,3986.0,22244-S,0.519546,59,4000.0,22246-S,0.518846,61,1488.0,22091-S
17220-R,kultura,2022-11-24,202211,['N. Š.'],617,0.451878,53,2057.0,10757-S,0.436976,72,2985.0,10800-S,0.436661,72,93.0,10620-S
17221-R,kultura,2023-05-24,202305,['M. K.'],309,0.46778,52,4936.0,22345-S,0.461223,57,3296.0,22246-S,0.458769,44,636.0,22073-S
17222-R,kultura,2023-05-24,202305,['STA'],338,0.381101,55,695.0,22091-S,0.377254,63,5487.0,22363-S,0.373044,50,5486.0,22362-S
17223-R,kultura,2023-05-24,202305,['M. K.'],341,0.372782,39,484.0,22073-S,0.371874,50,4784.0,22345-S,0.363097,38,3149.0,22247-S
17224-R,kultura,2023-05-24,202305,['M. K.'],300,0.61076,79,3146.0,22259-S,0.581145,68,3031.0,22246-S,0.570642,66,3017.0,22244-S
17225-R,kultura,2023-05-24,202305,['N. Š.'],491,0.538828,72,2943.0,22246-S,0.522478,70,4386.0,22337-S,0.521378,76,3058.0,22259-S
17226-R,kultura,2023-05-24,202305,['N. Š.'],594,0.660631,69,4328.0,22337-S,0.625453,64,2885.0,22246-S,0.624556,66,2871.0,22244-S
17227-R,kultura,2023-05-24,202305,['N. Š.'],489,0.548349,60,5057.0,22363-S,0.514654,60,5042.0,21772-S,0.509388,72,247.0,22089-S
17228-R,kultura,2023-05-24,202305,['N. Š.'],379,0.49068,61,4921.0,22363-S,0.453806,40,4921.0,22364-S,0.446699,54,4084.0,22337-S
17229-R,kultura,2023-05-24,202305,['N. Š.'],308,0.451789,52,5569.0,22393-S,0.448039,50,4235.0,22345-S,0.442597,62,4875.0,22363-S
17230-R,kultura,2023-05-24,202305,['N. Š.'],547,0.774362,48,2881.0,22277-S,0.585558,62,5564.0,22393-S,0.581648,65,4604.0,22358-S
17231-R,kultura,2023-05-23,202305,['A. J.'],364,0.436632,51,3567.0,22345-S,0.415513,42,5732.0,22413-S,0.413227,53,1632.0,22224-S
17232-R,kultura,2023-05-23,202305,['A. J.'],779,0.61388,47,2203.0,22278-S,0.612844,53,2994.0,22315-S,0.612609,53,1860.0,22244-S
17233-R,kultura,2023-05-23,202305,['STA'],335,0.436283,61,4046.0,22363-S,0.405608,46,196.0,22138-S,0.403482,51,4042.0,22360-S
17234-R,kultura,2023-05-23,202305,['STA'],27,0.325172,37,4369.0,22380-S,0.316904,77,3113.0,22334-S,0.313989,47,5189.0,22408-S
17235-R,kultura,2023-05-23,202305,['A. J.'],374,0.454368,55,4328.0,22379-S,0.44767,50,4649.0,22391-S,0.446577,53,2859.0,22317-S
17236-R,kultura,2023-05-23,202305,['A. J.'],478,0.521951,60,3940.0,22363-S,0.470842,50,5465.0,22413-S,0.47038,62,3925.0,21772-S
17237-R,kultura,2023-05-23,202305,['A. J.'],416,0.539507,71,3257.0,22345-S,0.539408,69,3897.0,22363-S,0.536578,80,1997.0,22284-S
17238-R,kultura,2023-05-23,202305,['M. K.'],757,0.551366,64,3779.0,22363-S,0.508043,57,3139.0,22345-S,0.504181,57,1925.0,22292-S
17239-R,kultura,2023-05-23,202305,['M. K.'],494,0.481066,61,403.0,22195-S,0.480132,70,3729.0,22363-S,0.476519,73,5398.0,22420-S
17240-R,kultura,2023-05-23,202305,['M. K.'],451,0.599769,78,1355.0,22247-S,0.560355,72,5663.0,22452-S,0.558308,72,1336.0,22244-S
17241-R,kultura,2023-05-23,202305,['A. S.'],374,0.489121,70,5274.0,22427-S,0.457403,73,3503.0,21772-S,0.448943,74,3518.0,22363-S
17242-R,kultura,2023-05-23,202305,['M. K.'],538,0.565924,62,3490.0,22363-S,0.554891,80,1325.0,22259-S,0.545315,44,5523.0,22452-S
17243-R,kultura,2023-05-23,202305,['Primož Trdan'],345,0.50192,55,3203.0,22358-S,0.486042,57,4163.0,22393-S,0.48148,54,2829.0,22345-S
17244-R,kultura,2023-05-23,202305,['M. K.'],346,0.549523,72,3427.0,22363-S,0.483755,74,3412.0,21772-S,0.482155,76,1573.0,22292-S
17245-R,kultura,2023-05-23,202305,['Sašo Puljarević'],921,0.670157,67,3391.0,22363-S,0.616541,51,2554.0,22337-S,0.614559,20,3391.0,22364-S
17246-R,kultura,2023-05-22,202305,['A. J.'],332,0.538241,42,3443.0,22393-S,0.506534,53,455.0,22244-S,0.506477,30,2483.0,22358-S
17247-R,kultura,2023-05-22,202305,['A. J.'],537,0.462814,64,2677.0,22363-S,0.452105,63,4831.0,22460-S,0.450155,63,4202.0,22413-S
17248-R,kultura,2023-05-22,202305,['Anuša Volovšek'],1033,0.448124,78,4298.0,22420-S,0.438729,88,383.0,22251-S,0.430031,72,2629.0,22363-S
17249-R,kultura,2023-05-22,202305,['STA'],36,0.287806,47,4045.0,22413-S,0.27957,37,5483.0,22515-S,0.270428,32,1226.0,22306-S
17250-R,kultura,2023-05-22,202305,['Monika Marušič'],722,0.595986,61,2504.0,22363-S,0.595008,54,1344.0,22315-S,0.568971,34,2504.0,22364-S
17251-R,kultura,2023-05-22,202305,['A. J.'],328,0.397469,54,233.0,22251-S,0.381179,71,4148.0,22420-S,0.376938,54,1406.0,22322-S
17252-R,kultura,2023-05-22,202305,['A. J.'],355,0.542193,58,2157.0,22358-S,0.528585,59,3117.0,22393-S,0.488389,55,3962.0,22416-S
17253-R,kultura,2023-05-22,202305,['M. K.'],733,0.842114,11,5.0,22247-S,0.665018,44,2974.0,22393-S,0.653691,25,2014.0,22358-S
17254-R,kultura,2023-05-22,202305,['M. K.'],401,0.575559,44,1979.0,22358-S,0.571666,47,2939.0,22393-S,0.561026,42,4241.0,22444-S
17255-R,kultura,2023-05-22,202305,['M. K.'],472,0.501898,64,2177.0,22363-S,0.477493,69,2162.0,21772-S,0.464514,42,3702.0,22413-S
17256-R,kultura,2023-05-22,202305,['M. K.'],430,0.850381,50,233.0,22282-S,0.389021,63,4354.0,22468-S,0.387224,66,2129.0,21772-S
17257-R,kultura,2023-05-22,202305,['Klemen Markovčič'],1352,0.585641,68,2048.0,22363-S,0.576022,63,4081.0,22452-S,0.565778,69,2742.0,22393-S
17258-R,kultura,2023-05-22,202305,['Maja Kač'],2850,0.690173,59,5298.0,22540-S,0.671293,58,3519.0,22413-S,0.669887,59,1994.0,22364-S
17259-R,kultura,2023-05-21,202305,['A. J.'],567,0.558535,46,3139.0,22452-S,0.542677,62,1106.0,22363-S,0.542088,51,1432.0,22379-S
17260-R,kultura,2023-05-21,202305,['A. J.'],340,0.52195,66,363.0,22345-S,0.51112,76,737.0,22358-S,0.494586,71,3157.0,22460-S
17261-R,kultura,2023-05-21,202305,['A. J.'],532,0.534598,54,5714.0,22632-S,0.523772,51,4199.0,22540-S,0.521203,50,895.0,22364-S
17262-R,kultura,2023-05-21,202305,['STA'],225,0.352764,42,4167.0,22540-S,0.348778,50,4507.0,22569-S,0.348714,41,2388.0,22413-S
17263-R,kultura,2023-05-21,202305,['A. J.'],389,0.491884,64,5249.0,22602-S,0.489795,69,3005.0,22460-S,0.488385,76,836.0,21772-S
17264-R,kultura,2023-05-21,202305,['STA'],42,0.273662,58,4433.0,22569-S,0.272272,37,5395.0,22618-S,0.271844,43,4093.0,22540-S
17265-R,kultura,2023-05-21,202305,['A. J.'],750,0.615038,58,5510.0,22632-S,0.613229,54,5297.0,22618-S,0.605776,59,1385.0,22393-S
17266-R,kultura,2023-05-21,202305,['A. J.'],522,0.486421,64,661.0,22363-S,0.485174,54,5480.0,22632-S,0.464276,48,3965.0,22540-S
17267-R,kultura,2023-05-21,202305,['Tadeja Krečič Scholten'],1104,0.611526,65,607.0,22363-S,0.596638,61,5426.0,22632-S,0.595552,63,2640.0,22452-S
17268-R,kultura,2023-05-20,202305,['M. K.'],280,0.43222,75,1309.0,22420-S,0.431782,61,1917.0,22476-S,0.430537,54,4038.0,22602-S
17269-R,kultura,2023-05-20,202305,['STA'],278,0.403627,62,1128.0,22413-S,0.395624,63,1944.0,22488-S,0.393295,61,4001.0,22602-S
17270-R,kultura,2023-05-20,202305,['M. K.'],285,0.409932,52,192.0,22393-S,0.400007,50,3896.0,22602-S,0.389311,55,1494.0,22444-S
17271-R,kultura,2023-05-20,202305,['STA'],278,0.448499,45,3783.0,22602-S,0.439596,47,1418.0,22452-S,0.417169,47,4593.0,22671-S
17272-R,kultura,2023-05-20,202305,['M. K.'],279,0.435297,62,4440.0,22660-S,0.402928,73,1014.0,22420-S,0.393715,63,1622.0,22476-S
17273-R,kultura,2023-05-20,202305,['M. K.'],339,0.400166,68,4646.0,22681-S,0.398352,70,3718.0,22602-S,0.390212,67,1316.0,22444-S
17274-R,kultura,2023-05-20,202305,['M. K.'],434,0.551755,62,1282.0,22452-S,0.550257,66,4068.0,22632-S,0.538949,56,1245.0,22444-S
17275-R,kultura,2023-05-20,202305,"['Ivana Novak', 'Televizija Slovenija']",853,0.568137,49,1250.0,22452-S,0.554181,60,4036.0,22632-S,0.545978,68,2218.0,22517-S
17276-R,kultura,2023-05-20,202305,['Saša Banjanac Lubej'],1581,0.75613,63,3830.0,22632-S,0.726779,50,185.0,22408-S,0.704886,56,1085.0,22456-S
17277-R,kultura,2023-05-20,202305,['STA'],2089,0.721703,63,494.0,22413-S,0.672194,65,1002.0,22452-S,0.66827,63,3788.0,22632-S
17278-R,kultura,2023-05-19,202305,['N. Š.'],638,0.568535,51,5101.0,22758-S,0.568268,41,2868.0,22602-S,0.563993,78,4306.0,22691-S
17279-R,kultura,2023-05-19,202305,['STA'],42,0.229276,66,3377.0,22654-S,0.227319,61,4918.0,22752-S,0.21754,62,3568.0,22676-S
17280-R,kultura,2023-05-19,202305,['N. Š.'],373,0.414539,74,2094.0,22581-S,0.414232,59,4608.0,22729-S,0.412264,63,3412.0,22660-S
17281-R,kultura,2023-05-19,202305,['N. Š.'],430,0.407695,65,2645.0,22602-S,0.403384,74,4827.0,22753-S,0.399608,68,3573.0,22681-S
17282-R,kultura,2023-05-19,202305,['N. Š.'],391,0.785016,55,371.0,22465-S,0.543477,70,470.0,22476-S,0.531171,65,3012.0,22632-S
17283-R,kultura,2023-05-19,202305,['N. Š.'],652,0.551871,75,2917.0,22632-S,0.542053,77,1402.0,22540-S,0.529129,83,3934.0,22691-S
17284-R,kultura,2023-05-19,202305,['M. K.'],552,0.53442,61,2741.0,22632-S,0.50971,61,2528.0,22618-S,0.509109,65,4856.0,22772-S
17285-R,lokalne-novice,2023-05-19,202305,['G. K.'],379,0.539061,73,159.0,22474-S,0.497814,72,174.0,22476-S,0.455354,74,4209.0,22730-S
17286-R,kultura,2023-05-19,202305,['M. K.'],421,0.494227,45,2930.0,22660-S,0.489674,49,2233.0,22602-S,0.476907,43,5652.0,22820-S
17287-R,zabava-in-slog,2023-05-19,202305,['J. R.'],482,0.440342,52,2620.0,22632-S,0.437342,49,2422.0,22619-S,0.435494,46,2199.0,22602-S
17288-R,kultura,2023-05-19,202305,['M. K.'],322,0.349929,44,2890.0,22660-S,0.340169,46,2193.0,22602-S,0.336682,61,136.0,22488-S
17289-R,kultura,2023-05-19,202305,['Ana Jurc'],821,0.575213,47,2186.0,22602-S,0.569579,38,1092.0,22540-S,0.565345,58,2607.0,22632-S
17290-R,kultura,2023-05-19,202305,['STA'],278,0.487306,57,2557.0,22632-S,0.484367,49,3892.0,22718-S,0.48073,49,2833.0,22660-S
17291-R,kultura,2023-05-19,202305,['Andrej Doblehar'],786,0.574529,57,2075.0,22602-S,0.555014,59,640.0,22515-S,0.55109,60,2772.0,22660-S
17292-R,kultura,2023-05-18,202305,['N. Š.'],353,0.84826,36,124.0,22525-S,0.640776,52,1594.0,22618-S,0.611355,63,5012.0,22844-S
17293-R,kultura,2023-05-18,202305,['N. Š.'],588,0.545804,61,955.0,22599-S,0.542077,57,1720.0,22632-S,0.526037,55,1299.0,22602-S
17294-R,kultura,2023-05-18,202305,['STA'],51,0.28161,43,134.0,22540-S,0.273783,68,2056.0,22674-S,0.26448,35,4901.0,22852-S
17295-R,kultura,2023-05-18,202305,['N. Š.'],706,0.511929,70,4535.0,22814-S,0.502618,75,4813.0,22843-S,0.495962,67,99.0,22540-S
17296-R,kultura,2023-05-18,202305,['N. Š.'],337,0.985061,0,72.0,22539-S,0.499194,70,3173.0,22736-S,0.485191,75,4769.0,22841-S
17297-R,kultura,2023-05-18,202305,['N. Š.'],556,0.54091,47,1083.0,22602-S,0.516745,70,1644.0,22644-S,0.511822,79,2521.0,22691-S
17298-R,kultura,2023-05-18,202305,['P. G.'],476,0.439546,72,1021.0,22602-S,0.437341,75,4363.0,22814-S,0.431949,83,2459.0,22691-S
17299-R,kultura,2023-05-18,202305,['N. Š.'],502,0.514423,46,1012.0,22602-S,0.478871,57,2905.0,22729-S,0.464963,43,346.0,22578-S
17300-R,kultura,2023-05-18,202305,['P. G.'],450,0.40894,69,1398.0,22632-S,0.401022,71,223.0,22569-S,0.400039,71,1805.0,22674-S
17301-R,kultura,2023-05-18,202305,['Matej Juh'],2581,0.70084,80,2369.0,22691-S,0.698629,53,3164.0,22758-S,0.685303,54,1352.0,22632-S
17302-R,kultura,2023-05-18,202305,['P. G.'],484,0.5291,61,844.0,22602-S,0.50347,74,4464.0,22843-S,0.49883,77,2282.0,22691-S
17303-R,kultura,2023-05-18,202305,['P. G.'],516,0.513058,63,749.0,22602-S,0.500182,61,2931.0,22753-S,0.486334,60,83.0,22578-S
17304-R,kultura,2023-05-18,202305,['P. G.'],445,0.489849,75,2423.0,22718-S,0.48664,76,4009.0,22814-S,0.482672,74,167.0,22593-S
17305-R,kultura,2023-05-18,202305,['Miša Gams'],787,0.584622,56,1020.0,22632-S,0.581758,54,2832.0,22758-S,0.576369,75,4219.0,22843-S
17306-R,kultura,2022-12-06,202212,['STA'],14,0.29978,63,5236.0,9958-S,0.270004,74,151.0,9615-S,0.269971,47,1676.0,9792-S
17307-R,kultura,2023-05-17,202305,['P. G.'],511,0.644067,69,5727.0,23027-S,0.615616,65,5373.0,23017-S,0.612396,64,5158.0,23014-S
17308-R,kultura,2023-05-17,202305,['P. G.'],407,0.504413,73,5620.0,23027-S,0.479451,72,5266.0,23017-S,0.458593,74,5619.0,23026-S
17309-R,kultura,2023-05-17,202305,['P. G.'],660,0.681636,62,5170.0,23017-S,0.67272,69,5524.0,23027-S,0.642802,76,3374.0,22843-S
17310-R,kultura,2023-05-17,202305,['P. G.'],447,0.593624,72,5416.0,23027-S,0.528843,65,5415.0,23026-S,0.513178,79,207.0,22644-S
17311-R,kultura,2023-05-17,202305,['A. J.'],392,0.422895,75,5327.0,23027-S,0.416311,68,1450.0,22729-S,0.403385,69,254.0,22660-S
17312-R,kultura,2023-05-17,202305,['A. J.'],615,0.610461,47,4946.0,23017-S,0.604307,23,5300.0,23027-S,0.593683,64,2872.0,22814-S
17313-R,kultura,2023-05-17,202305,['A. J.'],646,0.693663,69,5222.0,23027-S,0.659842,65,4868.0,23017-S,0.650233,62,23.0,22646-S
17314-R,kultura,2023-05-17,202305,['STA'],197,0.365857,48,5134.0,23027-S,0.324796,60,192.0,22674-S,0.308967,49,4565.0,23014-S
17315-R,kultura,2023-05-17,202305,['A. J.'],305,0.354037,59,5116.0,23027-S,0.339705,63,274.0,22681-S,0.33803,58,1528.0,22753-S
17316-R,kultura,2023-05-17,202305,['Simon Popek'],507,0.553144,43,5082.0,23027-S,0.47692,65,5680.0,23055-S,0.472968,47,1494.0,22753-S
17317-R,kultura,2023-05-17,202305,['Ana Jurc'],780,0.600646,27,5035.0,23027-S,0.53814,51,5034.0,23026-S,0.523817,61,1498.0,22758-S
17318-R,kultura,2023-05-17,202305,['Kaja Novosel'],498,0.405214,27,4946.0,23027-S,0.373306,48,4945.0,23026-S,0.372365,85,2796.0,22843-S
17319-R,kultura,2023-05-16,202305,['N. Š.'],479,0.637571,49,4284.0,23027-S,0.615389,48,3930.0,23017-S,0.601307,45,270.0,22718-S
17320-R,kultura,2023-05-16,202305,['STA'],62,0.242448,61,5606.0,23089-S,0.238245,49,3817.0,23017-S,0.233693,41,4369.0,23038-S
17321-R,kultura,2023-05-16,202305,['N. Š.'],709,0.578666,47,4142.0,23027-S,0.533024,47,3573.0,23014-S,0.529863,47,4340.0,23038-S
17322-R,kultura,2023-05-16,202305,['N. Š.'],390,0.639905,44,6.0,22718-S,0.631618,47,3666.0,23017-S,0.624029,43,3451.0,23014-S
17323-R,kultura,2023-05-16,202305,['N. Š.'],670,0.602061,24,3968.0,23027-S,0.558976,50,3967.0,23026-S,0.542237,50,3614.0,23017-S
17324-R,kultura,2023-05-16,202305,['P. G.'],338,0.54263,72,3911.0,23027-S,0.498307,67,3910.0,23026-S,0.493191,68,4109.0,23038-S
17325-R,kultura,2023-05-16,202305,['STA'],283,0.543707,82,3868.0,23027-S,0.488085,75,3867.0,23026-S,0.485161,76,1718.0,22843-S
17326-R,kultura,2023-05-16,202305,['P. G.'],412,0.473353,54,3840.0,23027-S,0.450902,54,252.0,22753-S,0.427559,57,3839.0,23026-S
17327-R,kultura,2023-05-16,202305,['P. G.'],377,0.554781,61,3758.0,23027-S,0.5168,62,4511.0,23065-S,0.514095,60,5193.0,23089-S
17328-R,kultura,2023-05-16,202305,['P. G.'],893,0.54657,82,3672.0,23027-S,0.517681,73,5107.0,23089-S,0.479521,76,3671.0,23026-S
17329-R,kultura,2023-05-16,202305,['P. G.'],641,0.462698,64,3530.0,23027-S,0.427247,58,1289.0,22831-S,0.423555,62,4965.0,23089-S
17330-R,kultura,2023-05-16,202305,['Katja Šifkovič'],384,0.532793,23,3463.0,23027-S,0.499106,61,4898.0,23089-S,0.4961,48,3109.0,23017-S
17331-R,kultura,2023-05-15,202305,['M. K.'],353,0.591735,42,2797.0,23027-S,0.565827,55,4232.0,23089-S,0.51999,45,2796.0,23026-S
17332-R,kultura,2023-05-15,202305,['M. K.'],446,0.608694,45,2727.0,23027-S,0.569975,62,5020.0,23160-S,0.559312,46,2925.0,23038-S
17333-R,kultura,2023-05-15,202305,['M. K.'],228,0.489137,62,2686.0,23027-S,0.450066,65,4979.0,23160-S,0.437187,62,2685.0,23026-S
17334-R,kultura,2023-05-15,202305,['M. K.'],338,0.430935,56,4035.0,23089-S,0.417927,55,2600.0,23027-S,0.417614,51,2798.0,23038-S
17335-R,kultura,2023-05-15,202305,['M. K.'],330,0.563252,69,2538.0,23027-S,0.522815,70,4831.0,23160-S,0.509587,67,2537.0,23026-S
17336-R,kultura,2023-05-15,202305,['P. G.'],529,0.60789,70,2412.0,23027-S,0.594342,64,2058.0,23017-S,0.581482,60,2411.0,23026-S
17337-R,kultura,2023-05-15,202305,['STA'],227,0.398151,44,2334.0,23027-S,0.369452,56,3769.0,23089-S,0.35561,54,4615.0,23157-S
17338-R,kultura,2023-05-15,202305,['P. G.'],301,0.262019,78,2276.0,23027-S,0.24396,78,4622.0,23166-S,0.22921,75,2171.0,23020-S
17339-R,kultura,2023-05-15,202305,['P. G.'],786,0.662118,26,2219.0,23027-S,0.639532,72,4512.0,23160-S,0.636034,51,1865.0,23017-S
17340-R,kultura,2023-05-15,202305,['Klemen Markovčič'],1062,0.644577,61,2106.0,23027-S,0.614508,59,2304.0,23038-S,0.613813,61,3541.0,23089-S
17341-R,kultura,2023-05-15,202305,['P. G.'],263,0.364878,64,5323.0,23211-S,0.363192,68,2087.0,23027-S,0.346973,67,5333.0,23213-S
17342-R,kultura,2023-05-15,202305,['Miša Gams'],821,0.60986,30,2038.0,23027-S,0.578334,57,3473.0,23089-S,0.549422,48,2791.0,23065-S
17343-R,kultura,2023-05-14,202305,['STA'],29,0.099708,42,3211.0,23133-S,0.087998,26,3593.0,23171-S,0.087616,33,4640.0,23235-S
17344-R,kultura,2023-05-14,202305,['M. K.'],534,0.6559,53,1192.0,23027-S,0.595246,56,2627.0,23089-S,0.582667,63,3485.0,23160-S
17345-R,kultura,2023-05-14,202305,['M. K.'],411,0.584696,52,1074.0,23027-S,0.547645,60,3367.0,23160-S,0.544443,50,720.0,23017-S
17346-R,kultura,2023-05-14,202305,['STA'],289,0.400133,55,1004.0,23027-S,0.361435,55,2439.0,23089-S,0.357712,54,1003.0,23026-S
17347-R,kultura,2023-05-14,202305,['M. K.'],504,0.819799,66,3231.0,23156-S,0.642264,72,973.0,23027-S,0.625721,68,5562.0,23300-S
17348-R,kultura,2023-05-14,202305,['M. K.'],465,0.52329,68,826.0,23027-S,0.489538,61,2261.0,23089-S,0.459143,64,3119.0,23160-S
17349-R,kultura,2023-05-14,202305,['M. K.'],433,0.508069,35,821.0,23027-S,0.481711,57,2256.0,23089-S,0.453231,45,467.0,23017-S
17350-R,kultura,2023-05-14,202305,['Matej Juh'],992,0.6387,60,754.0,23027-S,0.602013,58,2189.0,23089-S,0.574865,53,753.0,23026-S
17351-R,kultura,2023-05-13,202305,['A. J.'],1182,0.662618,73,2083.0,23160-S,0.661024,80,2643.0,23186-S,0.642277,74,1225.0,23089-S
17352-R,kultura,2023-05-13,202305,['A. J.'],330,0.479077,51,1104.0,23089-S,0.463993,76,2015.0,23166-S,0.460949,46,422.0,23065-S
17353-R,kultura,2023-05-13,202305,['A. J.'],384,0.543581,63,1952.0,23160-S,0.53974,58,1094.0,23089-S,0.518843,62,2611.0,23192-S
17354-R,kultura,2023-05-13,202305,['A. J.'],804,0.5955,57,998.0,23089-S,0.592947,61,1856.0,23160-S,0.583196,83,2416.0,23186-S
17355-R,kultura,2023-05-13,202305,['A. J.'],618,0.610263,69,1770.0,23160-S,0.607524,61,4066.0,23300-S,0.590398,64,3083.0,23253-S
17356-R,kultura,2023-05-13,202305,['A. J.'],457,0.416245,68,4039.0,23306-S,0.415519,65,784.0,23089-S,0.412201,61,1642.0,23160-S
17357-R,kultura,2023-05-13,202305,['A. J.'],592,0.546188,62,1620.0,23160-S,0.526085,54,762.0,23089-S,0.525423,35,4257.0,23334-S
17358-R,kultura,2023-05-12,202305,['N. Š.'],537,0.622573,68,5115.0,23455-S,0.618102,69,5158.0,23458-S,0.615529,66,1491.0,23192-S
17359-R,kultura,2023-05-12,202305,['STA'],39,0.348182,40,3061.0,23300-S,0.345734,40,796.0,23162-S,0.33871,48,4420.0,23400-S
17360-R,kultura,2023-05-12,202305,['N. Š.'],648,0.531574,56,4300.0,23393-S,0.499026,54,3368.0,23334-S,0.497052,60,731.0,23160-S
17361-R,kultura,2023-05-12,202305,['N. Š.'],222,0.464266,55,4174.0,23393-S,0.430811,74,71.0,23111-S,0.42293,64,658.0,23166-S
17362-R,kultura,2023-04-19,202304,['Pina Gabrijan'],3674,0.675415,87,4909.0,25337-S,0.65586,60,1036.0,25084-S,0.649694,57,4299.0,25311-S
17363-R,kultura,2023-05-12,202305,['N. Š.'],282,0.407938,66,4021.0,23393-S,0.384159,60,417.0,23156-S,0.374716,73,452.0,23160-S
17364-R,kultura,2023-05-12,202305,"['Boštjan Jurečič', 'Televizija Slovenija']",484,0.502288,68,363.0,23160-S,0.488371,87,923.0,23186-S,0.478647,35,4772.0,23469-S
17365-R,kultura,2023-05-12,202305,['M. K.'],290,0.355809,53,3904.0,23393-S,0.325904,70,388.0,23166-S,0.313673,38,2972.0,23334-S
17366-R,kultura,2023-05-12,202305,['M. K.'],346,0.55895,43,1023.0,23198-S,0.453833,64,235.0,23160-S,0.449939,57,4644.0,23469-S
17367-R,kultura,2023-05-12,202305,['M. K.'],399,0.549806,52,2493.0,23300-S,0.540791,65,197.0,23160-S,0.534323,56,2734.0,23323-S
17368-R,kultura,2023-05-12,202305,['M. K.'],519,0.522507,66,3689.0,23393-S,0.485252,62,2416.0,23300-S,0.478298,69,85.0,23156-S
17369-R,kultura,2023-05-12,202305,['Ana Jurc'],2842,0.708579,83,559.0,23186-S,0.680741,55,658.0,23192-S,0.676403,38,4239.0,23450-S
17370-R,stevilke,2023-05-12,202305,['Slavko Jerič'],114,0.261913,34,2291.0,23300-S,0.250557,44,3650.0,23400-S,0.249787,34,4404.0,23469-S
17371-R,kultura,2023-05-11,202305,['STA'],40,0.333441,67,43.0,23192-S,0.327652,58,3710.0,23458-S,0.323484,39,3667.0,23455-S
17372-R,kultura,2023-05-11,202305,['N. Š.'],464,0.577503,76,3791.0,23469-S,0.574127,76,2314.0,23373-S,0.563548,74,41.0,23192-S
17373-R,kultura,2023-05-11,202305,['N. Š.'],336,0.420082,72,2218.0,23373-S,0.408855,75,2855.0,23393-S,0.398043,75,3695.0,23469-S
17374-R,kultura,2023-05-11,202305,['N. Š.'],581,0.544033,78,5129.0,23573-S,0.532609,76,449.0,23253-S,0.525672,78,2705.0,23393-S
17375-R,kultura,2023-05-11,202305,['N. Š.'],392,0.489535,63,2641.0,23393-S,0.437759,57,5573.0,23588-S,0.433895,49,5455.0,23582-S
17376-R,kultura,2023-05-11,202305,['N. Š.'],415,0.547793,64,2607.0,23393-S,0.519105,56,1675.0,23334-S,0.516268,59,1491.0,23314-S
17377-R,kultura,2023-05-11,202305,['P. G.'],215,0.419849,72,5484.0,23588-S,0.409925,67,1620.0,23334-S,0.403856,73,2552.0,23393-S
17378-R,kultura,2023-05-11,202305,['P. G.'],455,0.535689,61,2517.0,23393-S,0.514996,61,1880.0,23373-S,0.51328,60,1585.0,23334-S
17379-R,kultura,2023-05-11,202305,['P. G.'],366,0.51807,70,1516.0,23334-S,0.483938,62,1565.0,23340-S,0.47004,68,2594.0,23402-S
17380-R,rtv,2023-05-11,202305,['Služba za komuniciranje RTV Slovenija'],955,0.550312,54,5176.0,23582-S,0.55024,58,4786.0,23573-S,0.544965,53,4345.0,23537-S
17381-R,kultura,2023-05-11,202305,['P. G.'],345,0.402983,63,2299.0,23393-S,0.382491,69,2659.0,23423-S,0.378649,65,223.0,23274-S
